Company Name,Industry,CMP Rs.,Mar Cap Rs.Cr.,P/E,EV / EBITDA,Earnings Yield %,CMP / BV,ROE %,Sales growth %,Profit growth %,From 52w high,50 DMA Rs.,200 DMA Rs.,Last Close,Pivot,S1,S2,R1,R2,SMA50,SMA200,Trend,ATR,StopLoss,TargetPrice,_ticker,_fetched_at,_status
Five-Star Business Finance Ltd.,Financial Services,519.45,15461.52,14.06552,,,2.0909262,16.058001,4.1000000000000005,-3.6999999999999997,34.43,462.17,498.34,519.45,511.02,496.03,473.22,533.83,548.82,462.17,498.34,Sideways,20.81,477.83,561.07,FIVESTAR.NS,2026-06-22 00:47:07,OK
General Insurance Corporation of India,Financial Services,368.7,64912.8,6.7175016,3.294,,0.7050198,10.686,-1.3,1.4000000000000001,11.78,388.43,378.95,368.7,358.08,354.17,351.23,361.02,364.93,388.43,378.95,Sideways,12.29,369.0,393.28,GICRE.NS,2026-06-22 00:47:08,OK
Go Digit General Insurance Ltd.,Financial Services,305.95,28514.26,52.555367,43.74,,6.072356,11.7089994,22.6,28.9,19.78,309.25,334.02,305.95,298.82,294.73,288.22,305.33,309.42,309.25,334.02,Downtrend,11.41,293.78,328.78,GODIGIT.NS,2026-06-22 00:47:09,OK
Housing & Urban Development Corporation Ltd.,Financial Services,208.65,41859.73,10.372025,,,2.3182333,20.200000000000003,6.0,172.2,14.02,208.55,208.32,208.65,213.45,208.91,206.26,216.1,220.64,208.55,208.32,Uptrend,5.65,198.12,219.96,HUDCO.NS,2026-06-22 00:47:09,OK
HDFC Asset Management Company Ltd.,Financial Services,2719.0,116503.66,40.797054,28.743,,12.616572,32.929,3.5999999999999996,-2.8000000000000003,6.36,2629.2,2613.37,2719.0,2715.0,2695.0,2661.8,2748.2,2768.2,2629.2,2613.37,Uptrend,72.39,2574.23,2863.77,HDFCAMC.NS,2026-06-22 00:47:10,OK
HDFC Life Insurance Company Ltd.,Financial Services,591.85,128969.51,66.86937,60.51,,7.204824,11.280999999999999,-17.7,4.1000000000000005,27.63,595.05,694.32,591.85,586.34,582.59,575.98,592.95,596.71,595.05,694.32,Downtrend,13.32,565.3,618.49,HDFCLIFE.NS,2026-06-22 00:47:11,OK
Home First Finance Company India Ltd.,Financial Services,1153.9,12051.76,22.353624,,,2.761141,15.714,30.599999999999998,24.0,23.68,1109.56,1133.45,1153.9,1148.17,1135.33,1124.57,1158.93,1171.77,1109.56,1133.45,Sideways,34.69,1084.51,1223.29,HOMEFIRST.NS,2026-06-22 00:47:12,OK
Indian Railway Finance Corporation Ltd.,Financial Services,99.51,130345.27,18.608208,,,2.2948253,12.812000000000001,0.5,,29.15,100.44,111.2,99.51,100.11,99.43,98.72,100.82,101.5,100.44,111.2,Downtrend,2.2,95.42,103.91,IRFC.NS,2026-06-22 00:47:13,OK
ICICI Lombard General Insurance Company Ltd.,Financial Services,1870.1,93694.62,34.022114,23.019,,5.821689,17.851,12.2,6.7,9.09,1794.3,1872.95,1870.1,1822.77,1801.53,1764.07,1860.23,1881.47,1794.3,1872.95,Sideways,43.85,1782.4,1957.8,ICICIGI.NS,2026-06-22 00:47:13,OK
ICICI Prudential Life Insurance Company Ltd.,Financial Services,500.3,72966.04,45.506325,38.868,,5.344873,12.579,-83.1,61.4,28.97,518.09,591.34,500.3,516.32,508.73,495.37,529.68,537.27,518.09,591.34,Downtrend,13.34,492.19,526.99,ICICIPRULI.NS,2026-06-22 00:47:14,OK
IFCI Ltd.,Financial Services,85.73,23157.63,124.565216,,,2.5407195,,,,10.51,67.05,57.93,85.73,85.64,77.28,72.25,90.67,99.03,67.05,57.93,Uptrend,6.82,72.08,99.38,IFCI.NS,2026-06-22 00:47:15,OK
IIFL Finance Ltd.,Financial Services,532.6,22707.17,13.773536,,,1.6313363,12.286,-14.099999999999998,183.1,20.51,474.16,505.83,532.6,526.85,518.75,508.3,537.3,545.4,474.16,505.83,Sideways,21.18,490.24,574.96,IIFL.NS,2026-06-22 00:47:16,OK
Indian Energy Exchange Ltd.,Financial Services,122.78,10956.18,22.238266,14.116,,8.080278,39.419997,12.5,9.8,40.39,125.2,130.22,122.78,124.03,122.87,122.17,124.73,125.89,125.2,130.22,Downtrend,2.71,118.94,128.2,IEX.NS,2026-06-22 00:47:17,OK
Indian Renewable Energy Development Agency Ltd.,Financial Services,127.15,35798.03,18.934622,,,2.5873587,,4.6,-5.8999999999999995,26.79,129.14,134.72,127.15,127.53,126.56,125.16,128.93,129.9,129.14,134.72,Downtrend,3.01,122.68,133.17,IREDA.NS,2026-06-22 00:47:18,OK
Jio Financial Services Ltd.,Financial Services,244.45,161486.43,101.057846,,,1.156662,1.2130001,39.4,-14.000000000000002,27.69,240.34,273.29,244.45,243.87,242.73,241.37,245.23,246.37,240.34,273.29,Sideways,5.35,233.76,255.14,JIOFIN.NS,2026-06-22 00:47:18,OK
JM Financial Ltd.,Financial Services,126.32,12118.43,10.087579,,,1.1363432,11.1269996,,-21.0,35.17,129.9,140.96,126.32,125.27,123.63,121.96,126.94,128.58,129.9,140.96,Downtrend,5.15,123.4,136.62,JMFINANCIL.NS,2026-06-22 00:47:19,OK
Kfin Technologies Ltd.,Financial Services,915.35,15815.46,45.6409,29.091,,9.443659,22.312,27.700000000000003,-5.0,33.63,883.0,1001.12,915.35,905.05,894.5,882.15,917.4,927.95,883.0,1001.12,Sideways,27.16,861.04,969.66,KFINTECH.NS,2026-06-22 00:47:20,OK
L&T Finance Ltd.,Financial Services,286.5,71845.39,24.116905,,,2.5583036,11.1169994,31.900000000000002,26.400000000000002,12.14,280.03,276.55,286.5,289.13,282.37,277.83,293.67,300.43,280.03,276.55,Uptrend,8.94,268.62,304.38,LTF.NS,2026-06-22 00:47:21,OK
LIC Housing Finance Ltd.,Financial Services,549.9,30272.71,5.4008827,,,0.7308182,14.408999999999999,4.3999999999999995,8.6,13.44,550.46,543.52,549.9,551.03,545.62,541.08,555.57,560.98,550.46,543.52,Sideways,13.44,523.01,576.79,LICHSGFIN.NS,2026-06-22 00:47:21,OK
Life Insurance Corporation of India,Financial Services,440.15,558497.27,9.720387,10.204,,2.2928872,42.356,14.799999999999999,55.50000000000001,8.98,406.44,423.25,440.15,428.87,419.83,409.67,439.03,448.07,406.44,423.25,Sideways,9.8,420.55,459.75,LICI.NS,2026-06-22 00:47:22,OK
Mahindra & Mahindra Financial Services Ltd.,Financial Services,294.1,40929.05,14.127097,,,1.5343063,11.856,40.300000000000004,82.6,28.65,304.52,324.92,294.1,298.02,292.28,288.52,301.78,307.52,304.52,324.92,Downtrend,8.99,289.3,312.08,M&MFIN.NS,2026-06-22 00:47:23,OK
Maharashtra Scooters Ltd.,Financial Services,12597.0,14388.57,46.269753,46.681,,0.5219704,1.0620001000000001,-3.5999999999999996,-92.30000000000001,31.43,12520.24,14097.16,12597.0,12564.0,12480.0,12416.0,12628.0,12712.0,12520.24,14097.16,Sideways,321.71,11953.57,13240.43,MAHSCOOTER.NS,2026-06-22 00:47:24,OK
Manappuram Finance Ltd.,Financial Services,318.65,29927.25,27.254065,,,1.6810092,6.968000000000001,109.3,,4.6,303.57,289.17,318.65,320.52,318.58,315.82,323.28,325.22,303.57,289.17,Uptrend,10.43,297.79,339.51,MANAPPURAM.NS,2026-06-22 00:47:25,OK
Max Financial Services Ltd.,Financial Services,1669.3,57547.92,716.0684,72.898,,21.024103,1.629,-40.2,,11.79,1634.4,1645.75,1669.3,1672.6,1648.2,1608.2,1712.6,1737.0,1634.4,1645.75,Sideways,46.81,1575.69,1762.91,MFSL.NS,2026-06-22 00:47:26,OK
Motilal Oswal Financial Services Ltd.,Financial Services,953.45,57502.0,31.495712,,,4.4433227,15.55,152.29999999999998,,12.39,847.48,850.33,953.45,950.92,940.13,932.12,958.93,969.72,847.48,850.33,Sideways,30.81,891.84,1015.06,MOTILALOFS.NS,2026-06-22 00:47:26,OK
Multi Commodity Exchange of India Ltd.,Financial Services,2803.8,71378.48,53.777565,38.096,,16.961914,37.883,200.0,291.2,19.43,2982.74,2318.62,2803.8,2829.1,2788.1,2759.0,2858.2,2899.2,2982.74,2318.62,Sideways,99.44,2833.6,3002.67,MCX.NS,2026-06-22 00:47:27,OK
Muthoot Finance Ltd.,Financial Services,3126.1,125438.83,11.842404,,,3.2056906,30.406,53.7,126.69999999999999,24.03,3346.91,3408.84,3126.1,3170.7,3147.9,3113.4,3205.2,3228.0,3346.91,3408.84,Downtrend,104.34,3179.57,3334.77,MUTHOOTFIN.NS,2026-06-22 00:47:28,OK
The New India Assurance Company Ltd.,Financial Services,202.31,33108.32,23.414917,6.265,,0.8582462,3.421,13.700000000000001,60.8,4.93,162.19,163.48,202.31,178.3,168.11,157.54,188.87,199.06,162.19,163.48,Sideways,8.78,184.76,219.86,NIACL.NS,2026-06-22 00:47:29,OK
Nippon Life India Asset Management Ltd.,Financial Services,1186.9,75823.21,50.25402,37.328,,16.227596,34.476003,19.6,27.3,0.37,1065.07,918.14,1186.9,1159.33,1146.37,1125.33,1180.37,1193.33,1065.07,918.14,Uptrend,42.84,1101.21,1272.59,NAM-INDIA.NS,2026-06-22 00:47:30,OK
Niva Bupa Health Insurance Company Ltd.,Financial Services,86.87,16077.34,122.5493,31.555,,4.487133,10.6520005,26.8,90.2,6.49,81.19,77.71,86.87,86.66,84.63,82.16,89.13,91.16,81.19,77.71,Uptrend,2.73,81.4,92.34,NIVABUPA.NS,2026-06-22 00:47:30,OK
Nuvama Wealth Management Ltd.,Financial Services,1739.6,31661.17,30.97108,,,7.661769,27.317000000000004,6.2,4.3,2.21,1477.22,1371.92,1739.6,1734.67,1690.33,1660.27,1764.73,1809.07,1477.22,1371.92,Uptrend,60.35,1618.9,1860.3,NUVAMA.NS,2026-06-22 00:47:31,OK
One 97 Communications Ltd.,Financial Services,1090.1,69886.38,128.40001,110.5,,4.3661065,3.558,18.4,,21.11,1117.77,1191.13,1090.1,1094.57,1063.53,1033.17,1124.93,1155.97,1117.77,1191.13,Downtrend,40.54,1061.88,1171.19,PAYTM.NS,2026-06-22 00:47:32,OK
PB Fintech Ltd.,Financial Services,1636.7,75867.3,114.02778,144.24,,10.378283,9.7440004,36.7,52.800000000000004,17.09,1644.97,1677.99,1636.7,1617.3,1605.1,1592.5,1629.9,1642.1,1644.97,1677.99,Downtrend,50.76,1562.72,1738.21,POLICYBZR.NS,2026-06-22 00:47:33,OK
PNB Housing Finance Ltd.,Financial Services,1003.0,26165.83,11.441431,,,1.3612293,12.7,21.6,19.0,11.26,1014.59,906.72,1003.0,1002.8,995.4,986.9,1011.3,1018.7,1014.59,906.72,Sideways,28.2,963.86,1059.4,PNBHOUSING.NS,2026-06-22 00:47:33,OK
Poonawalla Fincorp Ltd.,Financial Services,426.7,37981.32,63.506588,,,3.3903406,5.8500000000000005,67.4,287.7,25.19,410.1,445.95,426.7,406.5,399.6,394.7,411.4,418.3,410.1,445.95,Sideways,13.04,400.62,452.78,POONAWALLA.NS,2026-06-22 00:47:34,OK
Power Finance Corporation Ltd.,Financial Services,431.0,142069.37,5.484775,,,1.0692278,20.466,-15.4,10.8,11.41,442.6,396.27,431.0,429.53,422.42,415.53,436.42,443.53,442.6,396.27,Sideways,11.19,420.47,453.38,PFC.NS,2026-06-22 00:47:35,OK
REC Ltd.,Financial Services,355.35,93650.61,5.754854,,,1.1215705,19.957,-14.399999999999999,-21.9,8.6,351.55,351.62,355.35,359.1,353.35,348.0,364.45,370.2,351.55,351.62,Sideways,8.86,337.62,373.08,RECLTD.NS,2026-06-22 00:47:36,OK
Sammaan Capital Ltd.,Financial Services,174.6,20100.87,,,,0.7532543,-35.009997999999996,,,9.51,158.73,153.2,174.6,174.85,172.48,170.57,176.76,179.13,158.73,153.2,Uptrend,7.11,160.38,188.82,SAMMAANCAP.NS,2026-06-22 00:47:36,OK
SBFC Finance Ltd.,Financial Services,95.4,10483.9,23.107317,,,2.7877824,13.038999,24.4,28.999999999999996,22.44,93.4,99.88,95.4,91.78,91.07,90.18,92.67,93.38,93.4,99.88,Sideways,2.52,90.37,100.43,SBFC.NS,2026-06-22 00:47:37,OK
SBI Cards and Payment Services Ltd.,Financial Services,616.9,58885.58,27.18805,,,3.7462616,14.686,18.6,13.900000000000002,39.01,633.73,774.68,616.9,625.95,621.95,618.95,628.95,632.95,633.73,774.68,Downtrend,14.74,602.05,646.39,SBICARD.NS,2026-06-22 00:47:38,OK
SBI Life Insurance Company Ltd.,Financial Services,1800.2,181074.88,73.19141,64.008,,9.487789,13.697000000000001,-82.19999999999999,-1.0999999999999999,15.45,1839.65,1919.48,1800.2,1805.63,1794.87,1782.13,1818.37,1829.13,1839.65,1919.48,Downtrend,37.65,1747.66,1875.5,SBILIFE.NS,2026-06-22 00:47:39,OK
Shriram Finance Ltd.,Financial Services,1001.9,235526.82,18.815788,,,2.8564334,16.381999999999998,24.7,,9.58,965.12,887.34,1001.9,1006.08,994.87,987.03,1013.92,1025.13,965.12,887.34,Uptrend,26.7,948.5,1055.3,SHRIRAMFIN.NS,2026-06-22 00:47:39,OK
Star Health and Allied Insurance Company Ltd.,Financial Services,580.25,34080.33,61.226215,,,4.479574,,13.8,18800.0,2.61,518.6,478.4,580.25,561.53,542.07,518.48,585.12,604.58,518.6,478.4,Uptrend,17.77,544.7,615.8,STARHEALTH.NS,2026-06-22 00:47:40,OK
Sundaram Finance Ltd.,Financial Services,4475.5,49584.84,24.10652,,,3.277339,14.659001,10.0,0.2,20.68,4533.49,4784.06,4475.5,4416.63,4368.27,4326.93,4457.97,4506.33,4533.49,4784.06,Downtrend,138.26,4306.82,4752.03,SUNDARMFIN.NS,2026-06-22 00:47:41,OK
Tata Investment Corporation Ltd.,Financial Services,691.0,34920.87,80.53676,6.96,,1.1950543,1.438,153.8,68.89999999999999,41.37,686.41,706.94,691.0,690.68,676.47,658.78,708.37,722.58,686.41,706.94,Sideways,19.05,652.9,729.1,TATAINVEST.NS,2026-06-22 00:47:42,OK
UTI Asset Management Company Ltd.,Financial Services,950.25,12209.91,30.206676,14.731,,2.7755136,9.776,6.7,,34.28,960.94,1099.25,950.25,955.82,937.73,917.47,976.08,994.17,960.94,1099.25,Downtrend,18.41,913.44,987.06,UTIAMC.NS,2026-06-22 00:47:43,OK
Aditya Birla Real Estate Ltd.,Realty,1279.5,14286.66,,-49.28,,3.861604,-8.911,,,48.11,1341.1,1503.62,1279.5,1316.9,1305.8,1292.0,1330.7,1341.8,1341.1,1503.62,Downtrend,45.76,1274.05,1371.03,ABREL.NS,2026-06-22 00:47:44,OK
Apollo Hospitals Enterprise Ltd.,Healthcare,8489.5,122015.66,62.868576,34.196,,12.867909,21.503,18.099999999999998,35.6,1.56,8046.89,7595.45,8489.5,8421.0,8377.5,8343.5,8455.0,8498.5,8046.89,7595.45,Uptrend,150.14,8189.21,8789.79,APOLLOHOSP.NS,2026-06-22 00:47:44,OK
Aster DM Healthcare Ltd.,Healthcare,809.4,42135.73,127.558685,47.57,,9.179571,10.067,18.2,71.5,3.24,737.23,661.11,809.4,782.47,773.13,757.77,797.83,807.17,737.23,661.11,Uptrend,28.34,752.71,866.09,ASTERDM.NS,2026-06-22 00:47:45,OK
Dr. Agarwal's Health Care Ltd.,Healthcare,466.65,14852.24,111.559525,27.571,,7.3488817,8.3100006,22.6,20.8,17.84,454.82,470.38,466.65,447.0,441.0,437.2,450.8,456.8,454.82,470.38,Sideways,13.95,438.76,494.54,AGARWALEYE.NS,2026-06-22 00:47:46,OK
Dr. Lal Path Labs Ltd.,Healthcare,1635.8,27350.96,51.8847,33.515,,10.909237,21.475,16.6,-15.4,9.27,1547.39,1496.15,1635.8,1653.47,1637.33,1611.77,1679.03,1695.17,1547.39,1496.15,Uptrend,60.96,1513.87,1757.73,LALPATHLAB.NS,2026-06-22 00:47:47,OK
Fortis Healthcare Ltd.,Healthcare,962.95,72710.02,69.9419,36.395,,7.3477573,11.006,17.8,44.3,12.8,945.35,929.55,962.95,955.35,949.7,940.65,964.4,970.05,945.35,929.55,Uptrend,25.36,912.23,1013.67,FORTIS.NS,2026-06-22 00:47:48,OK
Global Health Ltd.,Healthcare,1265.8,33871.5,61.10034,37.087,,8.547443,15.032,24.5,42.0,13.06,1184.3,1199.23,1265.8,1262.43,1240.87,1223.53,1279.77,1301.33,1184.3,1199.23,Sideways,35.86,1194.09,1337.51,MEDANTA.NS,2026-06-22 00:47:48,OK
Indegene Ltd.,Healthcare,532.4,12856.97,32.20951,18.485,,4.091903,13.941,32.800000000000004,-32.300000000000004,10.79,511.83,513.26,532.4,518.5,510.4,502.2,526.7,534.8,511.83,513.26,Sideways,14.54,503.33,561.47,INDGN.NS,2026-06-22 00:47:49,OK
Krishna Institute of Medical Sciences Ltd.,Healthcare,804.25,32281.21,133.78938,45.786,,14.392628,9.724,34.8,-58.3,1.68,731.33,691.61,804.25,793.03,781.27,772.78,801.52,813.28,731.33,691.61,Uptrend,27.39,749.48,859.02,KIMS.NS,2026-06-22 00:47:50,OK
Max Healthcare Institute Ltd.,Healthcare,1094.75,106764.84,74.221924,48.693,,9.924278,14.333001000000001,12.2,7.3,16.7,1010.96,1064.34,1094.75,1070.85,1046.1,1001.75,1115.2,1139.95,1010.96,1064.34,Sideways,25.97,1042.81,1146.69,MAXHEALTH.NS,2026-06-22 00:47:50,OK
Metropolis Healthcare Ltd.,Healthcare,552.75,11449.91,60.15795,28.634,,7.5519304,13.373,23.0,73.0,7.69,513.78,490.55,552.75,545.9,532.6,522.7,555.8,569.1,513.78,490.55,Uptrend,19.69,513.36,592.14,METROPOLIS.NS,2026-06-22 00:47:51,OK
Narayana Hrudayalaya Ltd.,Healthcare,1878.7,38162.46,47.175495,25.633,,8.413219,19.845,75.8,13.5,20.55,1852.74,1817.76,1878.7,1861.27,1842.73,1816.47,1887.53,1906.07,1852.74,1817.76,Uptrend,51.99,1774.71,1982.69,NH.NS,2026-06-22 00:47:52,OK
Poly Medicure Ltd.,Healthcare,1563.3,15881.54,49.322407,34.852,,5.107069,10.845,21.3,-26.8,32.4,1491.39,1653.4,1563.3,1559.27,1540.63,1508.07,1591.83,1610.47,1491.39,1653.4,Sideways,59.04,1445.21,1681.39,POLYMED.NS,2026-06-22 00:47:53,OK
Rainbow Childrens Medicare Ltd.,Healthcare,1470.8,14845.76,53.490498,28.296,,9.013808,17.941,24.3,39.1,10.63,1321.43,1303.63,1470.8,1439.5,1426.8,1403.6,1462.7,1475.4,1321.43,1303.63,Uptrend,38.31,1394.19,1547.41,RAINBOW.NS,2026-06-22 00:47:53,OK
Vijaya Diagnostic Centre Ltd.,Healthcare,1364.2,14302.65,82.83671,42.063,,16.519497,19.698,26.6,38.0,4.45,1211.45,1051.71,1364.2,1310.63,1291.27,1276.93,1324.97,1344.33,1211.45,1051.71,Uptrend,63.85,1236.5,1491.9,VIJAYA.NS,2026-06-22 00:47:54,OK
Affle 3i Ltd.,Information Technology,1463.7,20674.17,45.4405,31.378,,5.652629,13.786000000000001,20.3,15.7,33.04,1464.19,1646.11,1463.7,1485.37,1465.73,1442.07,1509.03,1528.67,1464.19,1646.11,Downtrend,55.38,1390.98,1574.46,AFFLE.NS,2026-06-22 00:47:55,OK
Birlasoft Ltd.,Information Technology,326.4,9101.71,17.58779,7.901,,2.2208955,13.656999,2.4,43.7,31.14,344.32,378.61,326.4,323.87,320.38,315.62,328.63,332.12,344.32,378.61,Downtrend,12.06,327.1,350.53,BSOFT.NS,2026-06-22 00:47:56,OK
C.E. Info Systems Ltd.,Information Technology,889.35,4862.78,36.304173,25.87,,5.368446,15.796,1.0,4.5,55.49,911.0,1337.63,889.35,896.95,879.9,869.15,907.7,924.75,911.0,1337.63,Downtrend,37.4,865.45,964.15,MAPMYINDIA.NS,2026-06-22 00:47:56,OK
Coforge Ltd.,Information Technology,1463.3,64984.19,33.439636,16.058,,5.1696873,18.596001,30.5,134.0,26.28,1337.1,1537.27,1463.3,1471.13,1447.87,1412.73,1506.27,1529.53,1337.1,1537.27,Sideways,58.86,1345.59,1581.01,COFORGE.NS,2026-06-22 00:47:57,OK
Cyient Ltd.,Information Technology,859.05,9498.63,22.291937,10.759,,1.6717349,7.765999399999999,0.8999999999999999,-67.9,35.1,898.0,1040.11,859.05,874.02,869.43,865.42,878.03,882.62,898.0,1040.11,Downtrend,26.42,853.1,911.9,CYIENT.NS,2026-06-22 00:47:58,OK
Happiest Minds Technologies Ltd.,Information Technology,345.35,5206.58,24.53966,13.074,,3.0899978,13.028,10.9,79.9,47.17,368.73,439.11,345.35,352.43,347.52,344.18,355.77,360.68,368.73,439.11,Downtrend,10.61,350.3,366.57,HAPPSTMNDS.NS,2026-06-22 00:47:59,OK
HCL Technologies Ltd.,Information Technology,1131.7,307348.03,18.518097,1055.716,,4.076059,23.357001,5.3,-0.2,35.21,1207.11,1419.16,1131.7,1155.57,1142.33,1122.87,1175.03,1188.27,1207.11,1419.16,Downtrend,35.68,1146.75,1203.06,HCLTECH.NS,2026-06-22 00:47:59,OK
Hexaware Technologies Ltd.,Information Technology,499.6,30442.39,22.121346,13.023,,4.48779,22.272,12.6,7.9,42.98,488.59,606.57,499.6,496.1,484.4,475.8,504.7,516.4,488.59,606.57,Sideways,21.8,464.16,543.21,HEXT.NS,2026-06-22 00:48:01,OK
Infosys Ltd.,Information Technology,1051.4,426803.91,13.887497,960.314,,4.5760474,31.439,6.6000000000000005,11.799999999999999,37.84,1165.18,1380.29,1051.4,1131.9,1120.9,1114.3,1138.5,1149.5,1165.18,1380.29,Downtrend,37.34,1106.92,1126.08,INFY.NS,2026-06-22 00:48:01,OK
Intellect Design Arena Ltd.,Information Technology,746.7,10386.8,30.649137,16.675,,3.2594924,11.411,16.7,-11.3,40.0,724.33,867.83,746.7,757.8,749.45,741.6,765.65,774.0,724.33,867.83,Sideways,25.48,695.75,797.65,INTELLECT.NS,2026-06-22 00:48:02,OK
Inventurus Knowledge Solutions Ltd.,Information Technology,1675.2,28044.19,39.597347,25.815,,9.989185,31.441000000000003,18.5,38.6,5.73,1614.96,1575.94,1675.2,1663.77,1639.73,1606.07,1697.43,1721.47,1614.96,1575.94,Uptrend,51.49,1572.23,1778.17,IKS.NS,2026-06-22 00:48:03,OK
KPIT Technologies Ltd.,Information Technology,760.05,20825.38,32.88908,14.972,,5.8813577,19.73,12.0,-33.5,46.63,746.58,985.79,760.05,748.68,738.67,731.38,755.97,765.98,746.58,985.79,Sideways,27.19,709.25,814.43,KPITTECH.NS,2026-06-22 00:48:04,OK
L&T Technology Services Ltd.,Information Technology,3331.2,35342.05,28.826023,18.657,,5.4565434,19.540001,-4.2,6.7,28.72,3474.65,3832.5,3331.2,3429.13,3373.77,3339.73,3463.17,3518.53,3474.65,3832.5,Downtrend,128.37,3300.92,3587.94,LTTS.NS,2026-06-22 00:48:04,OK
Latent View Analytics Ltd.,Information Technology,299.15,6205.68,31.337513,23.699,,3.5346808,12.173,19.400000000000002,-1.0999999999999999,42.19,305.08,385.15,299.15,308.8,302.7,296.1,315.4,321.5,305.08,385.15,Downtrend,12.19,289.83,323.54,LATENTVIEW.NS,2026-06-22 00:48:05,OK
LTIMindtree Ltd.,Information Technology,3832.5,113841.1,22.72055,14.419,,4.7378397,21.285,6.1,23.400000000000002,39.59,4167.0,5065.36,3832.5,3978.57,3937.43,3876.87,4039.13,4080.27,4167.0,5065.36,Downtrend,133.16,3958.65,4098.83,LTM.NS,2026-06-22 00:48:06,OK
MphasiS Ltd.,Information Technology,2267.5,43277.31,23.261538,14.339,,4.251092,18.285999,14.399999999999999,14.000000000000002,25.34,2274.93,2570.41,2267.5,2327.93,2295.87,2255.13,2368.67,2400.73,2274.93,2570.41,Downtrend,78.62,2161.18,2424.74,MPHASIS.NS,2026-06-22 00:48:07,OK
Netweb Technologies India Ltd.,Information Technology,5060.9,28857.54,139.07794,101.004,,39.79334,32.834998,86.6,64.3,3.49,4160.71,3550.51,5060.9,5054.37,4900.23,4720.87,5233.73,5387.87,4160.71,3550.51,Uptrend,281.92,4497.06,5624.74,NETWEB.NS,2026-06-22 00:48:07,OK
Newgen Software Technologies Ltd.,Information Technology,481.95,6867.41,23.04595,14.05,,3.8487098,18.250999,5.3,-0.8999999999999999,60.86,473.35,678.89,481.95,486.53,483.07,478.18,491.42,494.88,473.35,678.89,Sideways,26.65,449.69,535.24,NEWGEN.NS,2026-06-22 00:48:08,OK
Oracle Financial Services Software Ltd.,Information Technology,9638.5,84190.05,32.049454,22.546,,10.751158,32.606,20.3,30.599999999999998,8.94,9198.6,8011.24,9638.5,9396.17,9309.83,9220.17,9485.83,9572.17,9198.6,8011.24,Uptrend,319.82,8998.86,10278.14,OFSS.NS,2026-06-22 00:48:09,OK
Persistent Systems Ltd.,Information Technology,4829.0,75568.95,40.718914,26.433,,9.654864,26.349002,25.1,32.1,26.56,5036.82,5511.7,4829.0,4955.0,4881.5,4822.5,5014.0,5087.5,5036.82,5511.7,Downtrend,195.68,4784.98,5220.36,PERSISTENT.NS,2026-06-22 00:48:10,OK
Sagility Ltd.,Information Technology,39.49,18641.05,20.11111,10.442,,2.1187613,10.278,29.099999999999998,43.6,31.72,41.49,45.52,39.49,39.89,39.5,39.16,40.23,40.62,41.49,45.52,Downtrend,1.16,39.41,41.82,SAGILITY.NS,2026-06-22 00:48:10,OK
Sonata Software Ltd.,Information Technology,297.4,8201.42,17.700119,12.97,,4.309379,25.724000000000004,-3.1,21.8,32.88,268.98,313.58,297.4,311.03,297.17,285.33,322.87,336.73,268.98,313.58,Sideways,15.31,266.78,328.02,SONATSOFTW.NS,2026-06-22 00:48:11,OK
Tata Consultancy Services Ltd.,Information Technology,2125.0,772787.25,15.705147,10.478,,7.20614,48.395002,9.6,12.2,36.71,2326.99,2751.85,2125.0,2199.77,2185.53,2167.77,2217.53,2231.77,2326.99,2751.85,Downtrend,71.84,2210.64,2268.67,TCS.NS,2026-06-22 00:48:12,OK
Tata Elxsi Ltd.,Information Technology,4065.5,25445.24,40.512794,29.144,,8.366397,21.298000000000002,8.3,27.800000000000004,36.2,4189.59,4836.64,4065.5,4102.4,4059.8,4003.6,4158.6,4201.2,4189.59,4836.64,Downtrend,119.86,3980.11,4305.23,TATAELXSI.NS,2026-06-22 00:48:13,OK
Tata Technologies Ltd.,Information Technology,742.25,30189.95,55.36113,38.18,,8.456552,14.57,22.3,8.200000000000001,3.87,650.26,639.74,742.25,756.83,748.67,743.63,761.87,770.03,650.26,639.74,Uptrend,25.75,690.74,793.76,TATATECH.NS,2026-06-22 00:48:14,OK
Tech Mahindra Ltd.,Information Technology,1409.6,125255.27,26.122297,13.192,,4.232988,16.608,12.6,15.9,23.97,1452.79,1488.53,1409.6,1447.73,1435.47,1423.23,1459.97,1472.23,1452.79,1488.53,Downtrend,49.79,1380.15,1509.17,TECHM.NS,2026-06-22 00:48:15,OK
Wipro Ltd.,Information Technology,180.8,189374.18,14.359587,9.093,,2.1358418,15.439998999999998,7.7,-1.6,32.09,196.84,223.87,180.8,183.1,181.45,180.05,184.5,186.15,196.84,223.87,Downtrend,5.74,187.0,192.27,WIPRO.NS,2026-06-22 00:48:15,OK
Zensar Technolgies Ltd.,Information Technology,447.95,10158.52,13.297715,13.931,,2.1520975,,6.7,19.2,48.3,508.71,647.63,447.95,463.12,458.23,453.72,467.63,472.52,508.71,647.63,Downtrend,17.91,483.27,483.76,ZENSARTECH.NS,2026-06-22 00:48:16,OK
PVR INOX Ltd.,Media Entertainment & Publication,948.9,9309.36,52.579033,7.405,,1.2631292,2.4400001000000002,23.799999999999997,,24.07,992.05,1042.65,948.9,957.72,947.43,938.17,966.98,977.27,992.05,1042.65,Downtrend,22.51,942.45,993.92,PVRINOX.NS,2026-06-22 00:48:17,OK
