Company Name,Industry,CMP Rs.,Mar Cap Rs.Cr.,P/E,EV / EBITDA,Earnings Yield %,CMP / BV,ROE %,Sales growth %,Profit growth %,From 52w high,50 DMA Rs.,200 DMA Rs.,Last Close,Pivot,S1,S2,R1,R2,SMA50,SMA200,Trend,ATR,StopLoss,TargetPrice,_ticker,_fetched_at,_status
Maharashtra Seamless Ltd.,Capital Goods,630.65,8508.95,12.132213,7.03,,1.2380388,10.6079996,-12.8,-50.2,17.29,633.6,583.86,630.65,626.57,617.13,601.57,642.13,651.57,633.6,583.86,Sideways,18.3,601.92,667.26,MAHSEAMLES.NS,2026-06-22 00:45:00,OK
Praj Industries Ltd.,Capital Goods,340.5,6264.35,264.18604,38.379,,4.787794,1.7719999,-1.7999999999999998,-70.89999999999999,32.87,371.82,340.86,340.5,342.33,339.92,336.68,345.57,347.98,371.82,340.86,Sideways,12.73,353.23,365.96,PRAJIND.NS,2026-06-22 00:45:01,OK
Aarti Industries Ltd.,Chemicals,484.5,17588.43,42.064182,19.001,,2.9440153,7.249,13.200000000000001,43.4,7.38,470.98,412.45,484.5,486.73,479.07,471.68,494.12,501.78,470.98,412.45,Uptrend,17.7,449.1,519.9,AARTIIND.NS,2026-06-22 00:45:01,OK
Alkyl Amines Chemicals Ltd.,Chemicals,1845.4,9472.78,52.82658,,,6.177497,,-4.6,-3.5000000000000004,24.33,1657.83,1667.67,1845.4,1810.4,1760.8,1730.4,1840.8,1890.4,1657.83,1667.67,Sideways,91.18,1663.04,2027.76,ALKYLAMINE.NS,2026-06-22 00:45:02,OK
Atul Ltd.,Chemicals,6482.0,19087.09,28.173483,17.073,,3.067621,11.529,15.0,66.10000000000001,16.49,6767.86,6295.74,6482.0,6513.5,6452.0,6404.0,6561.5,6623.0,6767.86,6295.74,Sideways,150.29,6429.47,6782.57,ATUL.NS,2026-06-22 00:45:03,OK
BASF India Ltd.,Chemicals,3503.7,15162.96,36.357033,21.665,,3.831426,10.965,4.8,155.0,33.13,3590.98,3909.84,3503.7,3486.73,3424.47,3379.63,3531.57,3593.83,3590.98,3909.84,Downtrend,103.1,3411.43,3709.9,BASF.NS,2026-06-22 00:45:04,OK
Bayer Cropscience Ltd.,Chemicals,4269.5,19271.17,27.974949,20.362,,6.497767,23.7,5.1,13.100000000000001,32.7,4524.35,4625.91,4269.5,4262.93,4232.77,4196.83,4298.87,4329.03,4524.35,4625.91,Downtrend,78.19,4298.13,4425.89,BAYERCROP.NS,2026-06-22 00:45:05,OK
Chambal Fertilizers & Chemicals Ltd.,Chemicals,484.2,19411.6,9.936423,7.229,,1.862695,20.451,13.700000000000001,30.2,15.72,457.19,463.8,484.2,481.83,475.77,469.48,488.12,494.18,457.19,463.8,Sideways,13.13,457.94,510.46,CHAMBLFERT.NS,2026-06-22 00:45:05,OK
Clean Science and Technology Ltd.,Chemicals,782.15,8363.9,36.449745,22.374,,5.283636,15.309000000000001,-5.5,-21.4,48.3,784.88,876.05,782.15,781.5,774.2,766.7,789.0,796.3,784.88,876.05,Downtrend,24.2,745.64,830.55,CLEAN.NS,2026-06-22 00:45:06,OK
Coromandel International Ltd.,Chemicals,2015.2,59635.2,30.542986,18.381,,4.7503543,15.587000000000002,20.4,-75.8,25.59,1931.17,2145.47,2015.2,2046.87,2017.73,1967.27,2097.33,2126.47,1931.17,2145.47,Sideways,69.86,1875.47,2154.93,COROMANDEL.NS,2026-06-22 00:45:07,OK
Deepak Fertilisers & Petrochemicals Corp. Ltd.,Chemicals,1563.3,19637.17,26.577732,15.064,,2.8666034,10.771,12.9,-49.7,11.48,1349.16,1272.99,1563.3,1529.7,1508.1,1490.5,1547.3,1568.9,1349.16,1272.99,Uptrend,55.64,1452.03,1674.57,DEEPAKFERT.NS,2026-06-22 00:45:08,OK
Deepak Nitrite Ltd.,Chemicals,1644.4,22504.85,40.95309,24.116,,3.858512,9.751,-2.7,8.5,17.93,1697.11,1655.61,1644.4,1647.87,1623.33,1588.47,1682.73,1707.27,1697.11,1655.61,Sideways,50.19,1612.26,1744.77,DEEPAKNTR.NS,2026-06-22 00:45:09,OK
Fertilisers and Chemicals Travancore Ltd.,Chemicals,884.85,57191.46,,135.446,,41.589024,,40.9,-95.39999999999999,16.41,893.89,868.18,884.85,959.9,942.5,931.55,970.85,988.25,893.89,868.18,Sideways,40.78,849.19,966.4,FACT.NS,2026-06-22 00:45:09,OK
Gujarat Fluorochemicals Ltd.,Chemicals,3839.9,42731.65,74.49253,37.52,,5.583441,7.547,11.700000000000001,-43.0,2.25,3606.01,3505.71,3839.9,3808.4,3696.3,3555.1,3949.6,4061.7,3606.01,3505.71,Uptrend,110.64,3618.63,4061.17,FLUOROCHEM.NS,2026-06-22 00:45:10,OK
Himadri Speciality Chemical Ltd.,Chemicals,671.05,33925.38,44.737194,36.826,,7.2073236,17.698,13.5,27.800000000000004,6.54,599.9,495.65,671.05,698.6,679.2,668.1,709.7,729.1,599.9,495.65,Uptrend,37.16,596.74,745.36,HSCL.NS,2026-06-22 00:45:11,OK
Jubilant Ingrevia Ltd.,Chemicals,637.65,10052.06,36.33694,18.832,,3.2217054,9.182,12.1,16.1,24.63,685.54,666.98,637.65,647.5,639.0,632.0,654.5,663.0,685.54,666.98,Sideways,17.25,651.27,672.14,JUBLINGREA.NS,2026-06-22 00:45:12,OK
Linde India Ltd.,Chemicals,7460.5,63877.89,116.739395,,,14.973322,13.577,13.100000000000001,676.4,7.31,7227.65,6522.38,7460.5,7202.17,7073.33,6871.17,7404.33,7533.17,7227.65,6522.38,Uptrend,197.89,7064.71,7856.29,LINDEINDIA.NS,2026-06-22 00:45:12,OK
Navin Fluorine International Ltd.,Chemicals,7493.5,38718.33,57.89938,35.456,,9.733905,20.105,33.800000000000004,116.5,1.05,6898.95,5994.77,7493.5,7314.33,7240.67,7177.83,7377.17,7450.83,6898.95,5994.77,Uptrend,206.9,7079.71,7907.29,NAVINFLUOR.NS,2026-06-22 00:45:13,OK
PCBL Chemical Ltd.,Chemicals,309.5,12217.01,60.40856,16.23,,3.0583298,5.125,-1.0,-61.3,28.05,290.1,311.57,309.5,308.55,302.7,299.15,312.1,317.95,290.1,311.57,Sideways,11.32,286.85,332.15,PCBL.NS,2026-06-22 00:45:14,OK
PI Industries Ltd.,Chemicals,2803.6,42663.5,32.254845,23.155,,3.7979777,12.3509996,-12.4,-39.4,34.99,2942.16,3226.86,2803.6,2844.27,2831.93,2817.87,2858.33,2870.67,2942.16,3226.86,Downtrend,74.44,2795.05,2952.47,PIIND.NS,2026-06-22 00:45:15,OK
